,nombre_reviwer,calificacion,tiempo,fecha_de_extraccion,fecha_del_comentario,hora,comentario,calidad_del_reviewer,id_local,pais,ciudad,sentimiento
412,Emmanuel José Tangarife Buitrago, 4 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Buen lugar, único. Para amantes de el tango y la historia de medellín. Un poco caro para estar en el centro pero entiendo. A consideración de cada quien.",3 opiniones,"@6.2353438,-75.5798333",,,
413,Rodolfo A. Villegas, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Muy buen lugar,Local Guide ・28 opiniones,"@6.2353438,-75.5798333",,,
414,Yilbert Kiceno, 5 estrellas ,hace 5 meses,2021-05-02 22:16:53.167743,2020-12-02 22:16:53.167743,,"Siempre que paso por ahí ese olor a tinto no me puedo resistir y dentro, es muy agradable éste lugar",2 opiniones,"@6.2353438,-75.5798333",,,
415,CLAUDIA MARIA CARDONA HENAO, 4 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Muy agradable todo 👌,2 opiniones,"@6.2353438,-75.5798333",,,
416,Yuliana Andrea Restrepo Vasquez, 5 estrellas ,hace 2 meses,2021-05-02 22:16:53.167743,2021-03-02 22:16:53.167743,,Un sitio Muy agradable,Local Guide ・27 opiniones,"@6.2353438,-75.5798333",,,
417,Olga Lucia Holguin Chica, 5 estrellas ,hace 2 meses,2021-05-02 22:16:53.167743,2021-03-02 22:16:53.167743,,"Excelente lugar, muy buena música",5 opiniones,"@6.2353438,-75.5798333",,,
418,jhon jairo Pulido, 5 estrellas ,hace 2 meses,2021-05-02 22:16:53.167743,2021-03-02 22:16:53.167743,,Excelente lugar para escuchar tangos.. Es como retroceder el tiempo,4 opiniones,"@6.2353438,-75.5798333",,,
419,Carlos Humberto Cordoba Sanchez, 5 estrellas ,3 semanas atrás,2021-05-02 22:16:53.167743,2021-04-11 22:16:53.167743,,Un muy buen tinto con un agradable ambiente,Local Guide ・41 opiniones,"@6.2353438,-75.5798333",,,
420,Juan Felipe Gomez, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Es un excelente lugar para tomar un café o una cerveza,Local Guide ・69 opiniones,"@6.2353438,-75.5798333",,,
421,Diana Lopera, 5 estrellas ,una semana atrás,2021-05-02 22:16:53.167743,2021-04-25 22:16:53.167743,,Un hambiente tradicional muy especial,Local Guide ・18 opiniones,"@6.2353438,-75.5798333",,,
422,Malena Pulgarin, 3 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,Es un lugar icono de la cultura musical de Medellín ..tiene muchas memorias e historia en sus fotos pero me dejó el anhelo de escuchar mejor la melodía. Parece q solo se escucha en los q están cerca a la entrada..adentro demasiada bulla y…,Local Guide ・46 opiniones,"@6.2353438,-75.5798333",,,
423,Juan Pablo Ruiz Jaramillo, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Excelente atención, fabuloso el show en vivo.",Local Guide ・44 opiniones,"@6.2353438,-75.5798333",,,
424,Lina Maria Gil Rojas, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Buenos tintos, buena atención y unas cervecitas heladas a cualquier hora, super",Local Guide ・20 opiniones,"@6.2353438,-75.5798333",,,
425,Armando Garcia, 5 estrellas ,una semana atrás,2021-05-02 22:16:53.167743,2021-04-25 22:16:53.167743,,Rica su música que la identifica y su tinto no que decir,Local Guide ・5 opiniones,"@6.2353438,-75.5798333",,,
426,Vicky Vallejo, 5 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,La primera vez que visitó este lugar exelente atención y muy acogedor volveré muy pronto,8 opiniones,"@6.2353438,-75.5798333",,,
427,Johnatan Bonilla, 5 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,"El mejor lugar para escuchar boleros y tangos, buenos precios y excelente atención",Local Guide ・125 opiniones,"@6.2353438,-75.5798333",,,
428,Verónica Espinosa, 5 estrellas ,un año atrás,2021-05-02 22:16:53.167743,2020-05-02 22:16:53.167743,,"Un imperdible si vas a Medellin, Un salón con historia donde se puede escuchar Tango mientras disfrutas desde un Tinto (café), hasta una cerveza o varios Aguardientes.
Tienen ricas picadas.
Una linda decoración llena de fotos de personajes notables del Tango y visitantes.
Algunos días hacen show en vivo.
Recomendado!",Local Guide ・21 opiniones,"@6.2353438,-75.5798333",,,
429,John Fredy Calle Ortiz, 5 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,Excelente sitio para compartir. Excelente atención....patrimonio cultural de Medellín.,Local Guide ・95 opiniones,"@6.2353438,-75.5798333",,,
430,Lina Zapata, 5 estrellas ,hace 2 meses,2021-05-02 22:16:53.167743,2021-03-02 22:16:53.167743,,"Genial, evocador, organizado, limpio, buena atención, un lugar maravilloso para conversar, escuchar buena música y compartir",2 opiniones,"@6.2353438,-75.5798333",,,
431,Wilma Zapata Bustamante, 5 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,"Me encanta el ambiente, la musica",4 opiniones,"@6.2353438,-75.5798333",,,
432,Mateo Minotas, 5 estrellas ,hace 5 meses,2021-05-02 22:16:53.167743,2020-12-02 22:16:53.167743,,No es un sitio para cualquiera. Pero por su gran historia e importancia para la ciudad. Al menos una visita por el.lugar es obligada.,Local Guide ・54 opiniones,"@6.2353438,-75.5798333",,,
433,Oscar Sáenz IF MSc., 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Tradicion y encanto en el centro de Medellin. Testigo del tiempo,Local Guide ・34 opiniones,"@6.2353438,-75.5798333",,,
434,Blanca Peralta, 5 estrellas ,hace 4 meses,2021-05-02 22:16:53.167743,2021-01-02 22:16:53.167743,,"Lugar historico de Medellin. Para escuchar buen tango, boleros y bailable antigua. Buenos momentos vividos con los amigos",Local Guide ・167 opiniones,"@6.2353438,-75.5798333",,,
435,Guillermo Errera, 5 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,Un lugar muy agradable para disfrutar de un buen café,20 opiniones,"@6.2353438,-75.5798333",,,
436,yolima cañas palacio, 4 estrellas ,hace 7 meses,2021-05-02 22:16:53.167743,2020-10-02 22:16:53.167743,,Excelente sus paredes llenas de fotografías evocando unos bellos recuerdos de muchos años. Muy buena atención. 👌,Local Guide ・33 opiniones,"@6.2353438,-75.5798333",,,
437,Dyan Eduard Hidalgo Vidal, 5 estrellas ,3 semanas atrás,2021-05-02 22:16:53.167743,2021-04-11 22:16:53.167743,,El mejor lugar para transportarnos mentalmente al paso su atención no hay otra igual super recomendado,5 opiniones,"@6.2353438,-75.5798333",,,
438,Juan evangelista Gutierrez vanegas, 5 estrellas ,hace 4 meses,2021-05-02 22:16:53.167743,2021-01-02 22:16:53.167743,,Excelente .lugar para tomar las polas ..y los guaritos es muy atractivo .el lugar ..,Local Guide ・21 opiniones,"@6.2353438,-75.5798333",,,
439,Mariela Castrillon, 5 estrellas ,hace 2 meses,2021-05-02 22:16:53.167743,2021-03-02 22:16:53.167743,,Excelente lugar para toda la familia.,1 opinión,"@6.2353438,-75.5798333",,,
440,Jennifer Zapata, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Excelente servicio,3 opiniones,"@6.2353438,-75.5798333",,,
441,giovanni Perfetti, 5 estrellas ,hace 2 meses,2021-05-02 22:16:53.167743,2021-03-02 22:16:53.167743,,Un gran lugar para relajarse y compartir,Local Guide ・16 opiniones,"@6.2353438,-75.5798333",,,
442,Andrea Diaz Alzate, 5 estrellas ,hace 4 meses,2021-05-02 22:16:53.167743,2021-01-02 22:16:53.167743,,"Lugar muy agradable, buen protocolo de bioseguridad, muy buena atención",1 opinión,"@6.2353438,-75.5798333",,,
443,Ricardo Jiro, 5 estrellas ,2 años atrás,2021-05-02 22:16:53.167743,2019-05-02 22:16:53.167743,,"Ambiente familiar, excelente música. Muy bueno para pasar un rato agradable con un par de tragos",Local Guide ・47 opiniones,"@6.2353438,-75.5798333",,,
444,Johnny Sanchez, 5 estrellas ,hace 4 meses,2021-05-02 22:16:53.167743,2021-01-02 22:16:53.167743,,Un excelente lugar para disfrutar de la música  con tradición y seguridad,8 opiniones,"@6.2353438,-75.5798333",,,
445,Nicolas Gomez Correa, 5 estrellas ,2 años atrás,2021-05-02 22:16:53.167743,2019-05-02 22:16:53.167743,,"El salón Málaga abrió sus puertas en 1957, al son de la música vieja, tangos y boleros. Es un viaje en el tiempo en el corazón del centro de la ciudad, a unos pasos de la estación San Antonio del metro y en el cual convergen personas de…",Local Guide ・66 opiniones,"@6.2353438,-75.5798333",,,
446,Enrique Loayza, 5 estrellas ,un año atrás,2021-05-02 22:16:53.167743,2020-05-02 22:16:53.167743,,Cafe con mucha tradicion y buena atencion. Perfecto para escuchar tangos y boleros de antaño. Se puede llegar en Metro en pleno centro de Medellin.,Local Guide ・619 opiniones,"@6.2353438,-75.5798333",,,
447,Yuri Daza, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"La musica es de un estilo muy clásico, me encantó !!",Local Guide ・48 opiniones,"@6.2353438,-75.5798333",,,
448,Diana Marcela Villa Londoño, 5 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,Hermoso lugar para pasar un rato agradable,7 opiniones,"@6.2353438,-75.5798333",,,
449,Ana Cecilia herrera Serna, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Es simplemente maravilloso!!!,,"@6.2353438,-75.5798333",,,
450,Fredy Ramirez, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,Realmente este lugar es muy acogedor muy parchado con buena música buena atención aparte puedes comer y no perderte ni un minuto de la fiesta en pocas palabras el parche perfecto,Local Guide ・34 opiniones,"@6.2096497,-75.5849652",,,
451,Daniela Arboleda, 5 estrellas ,hace un mes,2021-05-02 22:17:43.514713,2021-04-02 22:17:43.514713,,"Excelente bar, sonido, djs y ambiente la atencion es espectacular los recomiendo 😎",5 opiniones,"@6.2096497,-75.5849652",,,
452,Juan Medina, 5 estrellas ,hace 2 meses,2021-05-02 22:17:43.514713,2021-03-02 22:17:43.514713,,Un buen sitio para tomar y escuchar música electrónica en el poblado...live  dj's,Local Guide ・94 opiniones,"@6.2096497,-75.5849652",,,
453,javier martinez a, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,"La mejor música del techno en un solo lugar, en Medellín hay pocos bares como éste donde solo se escucha un buen sonido especializada en techo para oídos altamente sensitivos",Local Guide ・42 opiniones,"@6.2096497,-75.5849652",,,
454,Santiago Cano, 5 estrellas ,hace un mes,2021-05-02 22:17:43.514713,2021-04-02 22:17:43.514713,,Buen lugar para tomar algo,Local Guide ・30 opiniones,"@6.2096497,-75.5849652",,,
455,Sebastián Jiménez, 5 estrellas ,hace 4 meses,2021-05-02 22:17:43.514713,2021-01-02 22:17:43.514713,,"El mejor bar para escuchar electrónica al son de unos buenos tragos, muyyy chévere.",15 opiniones,"@6.2096497,-75.5849652",,,
456,julian pulgarin, 4 estrellas ,hace 2 meses,2021-05-02 22:17:43.514713,2021-03-02 22:17:43.514713,,"Agradable lugar, buena música.",Local Guide ・48 opiniones,"@6.2096497,-75.5849652",,,
457,Santiago Hernández, 5 estrellas ,hace 3 meses,2021-05-02 22:17:43.514713,2021-02-02 22:17:43.514713,,Es un lugar súper parchado para estar con amigos,Local Guide ・8 opiniones,"@6.2096497,-75.5849652",,,
458,Santiago Castañeda, 5 estrellas ,hace 5 meses,2021-05-02 22:17:43.514713,2020-12-02 22:17:43.514713,,Muy bueno el lugar,8 opiniones,"@6.2096497,-75.5849652",,,
459,Johan Andrew, 5 estrellas ,hace un mes,2021-05-02 22:17:43.514713,2021-04-02 22:17:43.514713,,"Buen lugar, excelente música",3 opiniones,"@6.2096497,-75.5849652",,,
460,Natalia Diaz, 5 estrellas ,hace 6 meses,2021-05-02 22:17:43.514713,2020-11-02 22:17:43.514713,,El mejor bar de musica electrónica en Medellín. Super recomendado.,2 opiniones,"@6.2096497,-75.5849652",,,
461,Stiven Rendon Rendon, 5 estrellas ,hace 5 meses,2021-05-02 22:17:43.514713,2020-12-02 22:17:43.514713,,Buen ambiente te excelente música,6 opiniones,"@6.2096497,-75.5849652",,,
462,David Jara Dj, 5 estrellas ,hace un mes,2021-05-02 22:17:43.514713,2021-04-02 22:17:43.514713,,El Mejor Bar de Medellin,12 opiniones,"@6.2096497,-75.5849652",,,
463,julian alejandro vargas cañas, 5 estrellas ,hace 5 meses,2021-05-02 22:17:43.514713,2020-12-02 22:17:43.514713,,"No camines, baila",Local Guide ・55 opiniones,"@6.2096497,-75.5849652",,,
464,Jocsiry Isaza Restrepo, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Me encanta! Es muy amigable el lugar y el servicio es el mejor acompañado de excelente música! 👌,9 opiniones,"@6.2096497,-75.5849652",,,
465,M-7RAINER Official, 5 estrellas ,hace 11 meses,2021-05-02 22:17:43.514713,2020-06-02 22:17:43.514713,,Allí toco melo. Santi,Local Guide ・318 opiniones,"@6.2096497,-75.5849652",,,
466,Oscar Bertron Simpson, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Un lugar sencillo donde prima la buena música! Para todos los amantes de la música electrónica!,Local Guide ・12 opiniones,"@6.2096497,-75.5849652",,,
467,juan castaño, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,!!! para los amantes del techno este es el lugar ideal !!! muy parchado,Local Guide ・458 opiniones,"@6.2096497,-75.5849652",,,
468,PRAGV MUSIC, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Excelente lugar para escuchar buena musica y buen ambiente,6 opiniones,"@6.2096497,-75.5849652",,,
469,Douglas Perez, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,"Para los amantes del Chill  & Deep  techno, un lugar perfecto, una buena decoracion, baños bonitos. Y buen ambiente.",8 opiniones,"@6.2096497,-75.5849652",,,
470,Santiago Hernandez, 5 estrellas ,hace 7 meses,2021-05-02 22:17:43.514713,2020-10-02 22:17:43.514713,,Buenísimo,3 opiniones,"@6.2096497,-75.5849652",,,
471,Nicole Toloza, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,El Bar de la buena música. ♡,1 opinión,"@6.2096497,-75.5849652",,,
472,May Salgado, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,"Buen lugar para parchar con los amigos. Buenas música y atención... Me gusta ir cuando toca V3O, son los mejores.",Local Guide ・19 opiniones,"@6.2096497,-75.5849652",,,
473,Andres Betancur, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Mero aleteo.,1 opinión,"@6.2096497,-75.5849652",,,
474,Arturo Torres, 4 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Discoteka electronica de gran momento,Local Guide ・155 opiniones,"@6.2096497,-75.5849652",,,
475,José Leonardo Hernández, 4 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Buen ambiente para escuchar música y relajarse,11 opiniones,"@6.2096497,-75.5849652",,,
476,Felipe Ochoa, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,"Música tecno, electrónica.buen ambiente si te gusta este tipo de música dj en vivo siempre",Local Guide ・126 opiniones,"@6.2096497,-75.5849652",,,
477,Karlex Diaz, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Lugar con muy buen ambiente para disfrutar,Local Guide ・40 opiniones,"@6.2096497,-75.5849652",,,
478,Fabian Cano, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Siempre conservando la tradición de la buena música y parche de amigos.,Local Guide ・86 opiniones,"@6.2096497,-75.5849652",,,
479,Juan Marin, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"Cumple lo que promete. Desde que ingresas ves información que dice ""el lugar de la buena música"" y efectivamente así es. Es un sitio con un ambiente super vacano, un mobiliario muy acogedor y lo recomiendo en un 100%",7 opiniones,"@6.2096497,-75.5849652",,,
480,Paulo Velarde, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"Excelente lugar para pasar un rato con amigos o pareja , musica techno todo el tiempo",10 opiniones,"@6.2096497,-75.5849652",,,
481,MARY JANE Marin, 3 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,Pues apenas pal desparche!.,Local Guide ・23 opiniones,"@6.2096497,-75.5849652",,,
482,Santiago Varón, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,Excelente lugar.,Local Guide ・93 opiniones,"@6.2096497,-75.5849652",,,
483,CONTADORES MEDELLIN & CIA, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Excelente lugar,Local Guide ・6 opiniones,"@6.2096497,-75.5849652",,,
484,Bownce Music, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,Excelente lugar y buena música techno y house,Local Guide ・18 opiniones,"@6.2096497,-75.5849652",,,
485,Alexandra Arredondo, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,La mejor música electrónica y ricos cócteles.,Local Guide ・89 opiniones,"@6.2096497,-75.5849652",,,
486,- VAQ - VAPE QUALITY, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"Música muy buena, el mejor sitio para bailar, dj tops
.. el servicio es impecable",Local Guide ・24 opiniones,"@6.2096497,-75.5849652",,,
487,Astrid Cossio, 1 estrella ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"La gente que lo frecuenta , no es muy interesante, pero los meseros realizan una buena labor .",Local Guide ・77 opiniones,"@6.2096497,-75.5849652",,,
488,Juan B Hoyos, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,Muy amigable y acogedor.,Local Guide ・153 opiniones,"@6.2096497,-75.5849652",,,
489,Viky Sierra, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"Me encanta , me siento como en casa",2 opiniones,"@6.2096497,-75.5849652",,,
490,Iiliana Gomez, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,Excelente música,Local Guide ・61 opiniones,"@6.2096497,-75.5849652",,,
491,Juan Felipe Velasquez, 4 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"Buena Música, gente agradable♧",7 opiniones,"@6.2096497,-75.5849652",,,
492,Sandra guarin, 3 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Excelente,1 opinión,"@6.2096497,-75.5849652",,,
493,Carlos antonio reyes Márquez, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,Buena la salsa tartara,13 opiniones,"@6.2096497,-75.5849652",,,
494,Alex Zapata Rico, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"Excelente lugar, excelente música",4 opiniones,"@6.2096497,-75.5849652",,,
495,JuanDa Castañeda, 5 estrellas ,3 años atrás,2021-05-02 22:17:43.514713,2018-05-02 22:17:43.514713,,Buen lugar!,Local Guide ・167 opiniones,"@6.2096497,-75.5849652",,,
496,Esteban Rivera, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,no camimes baila excelente lugar y djs,Local Guide ・29 opiniones,"@6.2096497,-75.5849652",,,
497,Dianed Roldan, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,Excelente,Local Guide ・64 opiniones,"@6.2096497,-75.5849652",,,
498,Maria isabel Gutierrez, 5 estrellas ,3 años atrás,2021-05-02 22:17:43.514713,2018-05-02 22:17:43.514713,,Buen ambiente,Local Guide ・12 opiniones,"@6.2096497,-75.5849652",,,
499,Daniel Serna, 3 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"Es bueno el lugar pero no es para bailar, solo a sentarse y escuchar buena música",15 opiniones,"@6.2096497,-75.5849652",,,
500,Unixi, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,10/10,1 opinión,"@6.2096497,-75.5849652",,,
501,Daniel Alvarez Osorio, 4 estrellas ,hace 2 meses,2021-05-02 22:17:43.514713,2021-03-02 22:17:43.514713,,🔥🔥,1 opinión,"@6.2096497,-75.5849652",,,
502,cesar Alvarez, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,🔊🔊🔊🎶🎶🎶,1 opinión,"@6.2096497,-75.5849652",,,
503,Natalia mejia, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,❤️❤️❤️,1 opinión,"@6.2096497,-75.5849652",,,
504,Juan David Correa Marin, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,👍,2 opiniones,"@6.2096497,-75.5849652",,,
505,Gopal Brown, 3 estrellas ,2 semanas atrás,2021-05-02 22:17:43.514713,2021-04-18 22:17:43.514713,,"(Traducción de Google) La música es muy buena. El ambiente es decepcionante y Budweiser estaba agotado. Este parece un gran lugar para las personas que solo quieren golpear a algunos budweisers con buena música electrónica. Hubiera calificado 5 estrellas si hubiera Budweiser en stock.

(Original)
Music is very good. Atmosphere is disappointing and budweiser was out of stock. This seems like a great place for people who just want to slam some budweisers with some nice electronic music. I would have rated 5 stars if the had budweiser in stock.",11 opiniones,"@6.2096497,-75.5849652",,,
506,Zempbrand, 5 estrellas ,un año atrás,2021-05-02 22:17:43.514713,2020-05-02 22:17:43.514713,,"(Traducción de Google) Tuve una buena experiencia en este lugar. No es un club, pero definitivamente es un buen lugar para relajarse, tomar una copa, escuchar buena música y hablar con chicas lindas. Chicos, pasen. 🤙

(Original)
I had a…",Local Guide ・40 opiniones,"@6.2096497,-75.5849652",,,
507,Camilo Vargas, 5 estrellas ,hace 3 meses,2021-05-02 22:17:43.514713,2021-02-02 22:17:43.514713,,"(Traducción de Google) ¡¡¡¡La mejor música!!!!

(Original)
The best music!!!!",3 opiniones,"@6.2096497,-75.5849652",,,
508,Sebastian Rodriguez, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"(Traducción de Google) Buena música

(Original)
Good music",Local Guide ・50 opiniones,"@6.2096497,-75.5849652",,,
509,Misterio y ufo y mucho mas, 5 estrellas ,2 años atrás,2021-05-02 22:17:43.514713,2019-05-02 22:17:43.514713,,"(Traducción de Google) Expetacular

(Original)
Expetacular",,"@6.2096497,-75.5849652",,,
